sample_id,time,line_id,line_name,station_id,nearest_boarding_station,destination_station,current_location,walk_distance_m,inflow_30m,outflow_30m,weather,temperature,headway,online_vehicle,total_vehicle,is_peak,scenic_name,scenic_type,scenic_intensity,advice_intent,crowding_adjusted,congestion_adjusted,seat_pressure,boarding_convenience,advice_level,recommended_action,user_question,assistant_answer
TA00706,2024-04-07 15:00:00,21c4fd80af0c3078a9bd828c0a66a048,202路,f7aeb848e101cfa4978d9503f33fd943,图书馆,人武部,图书馆公交港湾约88米,88,112,45,大雨,7.4,21.0,18,19,1,白鹤梁,文化景区,0.674,晚高峰回家,0.99,0.99,0.932,0.89,强提醒,避让/错峰,我刚到图书馆公交港湾约88米附近，准备回人武部，坐202路的话要等很久吗？,"您好！从图书馆公交港湾约88米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 21.0 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00707,2024-04-07 15:54:00,14cb7122f64146b02a21c2c791af904d,102路,8cdb08e54ac324ab4a3aab6111b88270,泽胜温泉城（西门）,黎明路口,泽胜温泉城（西门）东侧约198米,198,168,111,暴雨,8.7,16.1,17,20,1,人武部换乘口,换乘热点,0.474,通勤出行,0.99,0.99,0.899,0.752,强提醒,避让/错峰,外面天气感觉一般，我从泽胜温泉城（西门）东侧约198米出发去黎明路口，帮我看看路况和车上挤不挤。,"您好！从泽胜温泉城（西门）东侧约198米前往黎明路口，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 16.1 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00708,2024-04-07 17:18:00,2784f60394214283364aa4321717a939,104路,e65b76b55f4e5eaa894486edf90a6878,森林公园,三机关,森林公园对面天桥下约568米,568,127,61,阴,9.4,8.4,11,14,0,白鹤梁,文化景区,0.79,通勤出行,0.882,0.599,0.677,0.29,强提醒,避让/错峰,外面天气感觉一般，我从森林公园对面天桥下约568米出发去三机关，帮我看看路况和车上挤不挤。,"您好！从森林公园对面天桥下约568米前往三机关，距离上车点森林公园约568米，走过去很近。

目前104路的车厢拥挤度在 88% 左右，道路拥堵指数 60%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00709,2024-04-07 14:31:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,7ebde94ec58378ede1d759b7aeb686ba,群安路口,泽胜温泉城（西门）,群安路口东侧约442米,442,180,55,阴,18.6,10.2,13,17,1,行政服务中心,政务集散,0.382,通勤出行,0.878,0.625,0.694,0.448,强提醒,避让/错峰,请帮我判断下，现在从群安路口东侧约442米去泽胜温泉城（西门），推荐按原计划等车还是换个方案？,"您好！从群安路口东侧约442米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 88% 左右，道路拥堵指数 62%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00710,2024-04-07 23:02:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,e59f1cf49d1626952b32daee51040d78,杨树新村菜市场,中心医院,杨树新村菜市场北侧路口约503米,503,40,8,小雨,25.3,8.0,6,8,1,宏声桥商圈,商圈客流,0.575,晚高峰回家,0.725,0.895,0.684,0.371,强提醒,避让/错峰,结合现在的天气和附近客流，从杨树新村菜市场北侧路口约503米去中心医院怎么走最稳妥？,"您好！从杨树新村菜市场北侧路口约503米前往中心医院，当前外面是小雨，距离杨树新村菜市场站还有503米步行路程，请务必备好雨具注意安全。

目前204路的车厢拥挤度在 72% 左右，道路拥堵指数 90%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00711,2024-04-07 18:35:00,c2b333726a91ce0fb6190c8e428177d5,101路,7ebde94ec58378ede1d759b7aeb686ba,群安路口,李志沧骨科医院,群安路口东侧约314米,314,142,87,晴,29.3,9.3,14,19,0,行政服务中心,政务集散,0.313,景区避堵,0.845,0.433,0.614,0.607,普通,常态候车,请帮我判断下，现在从群安路口东侧约314米去李志沧骨科医院，推荐按原计划等车还是换个方案？,"您好！从群安路口东侧约314米前往李志沧骨科医院，距离上车点群安路口约314米，走过去很近。

目前101路的车厢拥挤度在 84% 左右，道路拥堵指数 43%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00712,2024-04-07 20:59:00,31f975ac1fa38166b5ca3eb552503516,206路,d78c756ab6b09b5e32c3a9489970b6a7,人民医院,泽胜温泉城（西门）,人民医院商圈附近约78米,78,122,55,大雪,14.3,16.9,13,14,1,人武部换乘口,换乘热点,0.346,晚高峰回家,0.99,0.92,0.884,0.902,强提醒,避让/错峰,我现在在人民医院商圈附近约78米，要去泽胜温泉城（西门），走过去坐206路合适吗？,"您好！从人民医院商圈附近约78米前往泽胜温泉城（西门），目前正值高峰时段，周边道路和客流压力较大。

目前206路的车厢拥挤度在 99% 左右，道路拥堵指数 92%。受路况影响，预计当前发车间隔较长（约 16.9 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00713,2024-04-07 20:10:00,0579abf0fa4403b90a190dbaea38636c,127路,6e0ad44c3f0a9d2f3209659f40eb74b9,蒿枝坝,桥南第一村,蒿枝坝公交港湾约119米,119,16,5,晴,14.0,35.1,13,19,0,图书馆文化区,文教热点,0.393,晚高峰回家,0.465,0.987,0.729,0.851,强提醒,避让/错峰,结合现在的天气和附近客流，从蒿枝坝公交港湾约119米去桥南第一村怎么走最稳妥？,"您好！从蒿枝坝公交港湾约119米前往桥南第一村，距离上车点蒿枝坝约119米，走过去很近。

目前127路的车厢拥挤度在 46% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 35.1 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00714,2024-04-07 16:09:00,d288657336e08c8f69db3df62d8f24c1,107B路,e59bc529c71f917f694d120f2061d05b,中心医院,朋乐路口,中心医院公交港湾约709米,709,221,160,晴,5.7,10.5,6,9,0,实验中学考点周边,高峰集散,0.86,景区避堵,0.835,0.481,0.632,0.114,普通,常态候车,我刚到中心医院公交港湾约709米附近，准备回朋乐路口，坐107B路的话要等很久吗？,"您好！从中心医院公交港湾约709米前往朋乐路口，距离上车点中心医院约709米，走过去很近。

目前107B路的车厢拥挤度在 84% 左右，道路拥堵指数 48%。另外，受实验中学考点周边高峰集散影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00715,2024-04-07 22:26:00,c2b333726a91ce0fb6190c8e428177d5,101路,645a8797153929d233753577c0a2759f,洗墨路口,兴华花园,洗墨路口对面天桥下约158米,158,7,1,阴,18.3,22.5,12,19,0,实验中学考点周边,高峰集散,0.525,通勤出行,0.357,0.99,0.625,0.802,强提醒,避让/错峰,我现在在洗墨路口对面天桥下约158米，要去兴华花园，走过去坐101路合适吗？,"您好！从洗墨路口对面天桥下约158米前往兴华花园，距离上车点洗墨路口约158米，走过去很近。

目前101路的车厢拥挤度在 36% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 22.5 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00716,2024-04-07 20:12:00,2784f60394214283364aa4321717a939,104路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,南门山（重百）,大华公寓公交港湾约310米,310,201,83,大雨,10.4,27.9,11,14,1,人武部换乘口,换乘热点,0.635,换乘规划,0.99,0.99,0.978,0.613,强提醒,避让/错峰,请帮我判断下，现在从大华公寓公交港湾约310米去南门山（重百），推荐按原计划等车还是换个方案？,"您好！从大华公寓公交港湾约310米前往南门山（重百），目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 27.9 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00717,2024-04-07 15:31:00,2784f60394214283364aa4321717a939,104路,b3a4a450c421c8eae38cfd4850b22ea1,大华公寓,黎明路口,大华公寓公交港湾约259米,259,81,46,小雨,15.7,13.8,10,14,1,白鹤梁,文化景区,0.33,晚高峰回家,0.952,0.613,0.752,0.676,强提醒,避让/错峰,结合现在的天气和附近客流，从大华公寓公交港湾约259米去黎明路口怎么走最稳妥？,"您好！从大华公寓公交港湾约259米前往黎明路口，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 95% 左右，道路拥堵指数 61%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00718,2024-04-07 06:05:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,97829a59879c4da2fd4d3497526a7c7a,人武部,桥南第一村,人武部商圈附近约548米,548,57,20,晴,26.5,9.0,11,14,1,实验中学考点周边,高峰集散,0.319,雨天出行,0.533,0.571,0.498,0.315,普通,常态候车,请帮我判断下，现在从人武部商圈附近约548米去桥南第一村，推荐按原计划等车还是换个方案？,"您好！从人武部商圈附近约548米前往桥南第一村，目前正值高峰时段，周边道路和客流压力较大。

目前108路的车厢拥挤度在 53% 左右，道路拥堵指数 57%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00719,2024-04-07 18:14:00,21c4fd80af0c3078a9bd828c0a66a048,202路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,人武部,高山湾枢纽站东侧约355米,355,59,28,晴,31.2,8.6,16,19,1,江东滨江带,滨江休闲,0.292,换乘规划,0.568,0.554,0.508,0.556,普通,常态候车,我刚到高山湾枢纽站东侧约355米附近，准备回人武部，坐202路的话要等很久吗？,"您好！从高山湾枢纽站东侧约355米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前202路的车厢拥挤度在 57% 左右，道路拥堵指数 55%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00720,2024-04-07 10:45:00,2784f60394214283364aa4321717a939,104路,7ebde94ec58378ede1d759b7aeb686ba,群安路口,金帝服装厂,群安路口对面天桥下约729米,729,43,22,多云,24.3,9.3,14,14,1,行政服务中心,政务集散,0.547,晚高峰回家,0.904,0.799,0.754,0.1,强提醒,避让/错峰,我刚到群安路口对面天桥下约729米附近，准备回金帝服装厂，坐104路的话要等很久吗？,"您好！从群安路口对面天桥下约729米前往金帝服装厂，目前正值高峰时段，周边道路和客流压力较大。

目前104路的车厢拥挤度在 90% 左右，道路拥堵指数 80%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00721,2024-04-07 09:42:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,cdefbce7d3b2383a7ae3fc110df92241,桥南新苑,公安局,桥南新苑商圈附近约468米,468,14,9,晴,20.1,37.9,9,14,0,行政服务中心,政务集散,0.521,景区避堵,0.51,0.941,0.737,0.415,强提醒,避让/错峰,我刚到桥南新苑商圈附近约468米附近，准备回公安局，坐111路的话要等很久吗？,"您好！从桥南新苑商圈附近约468米前往公安局，距离上车点桥南新苑约468米，走过去很近。

目前111路的车厢拥挤度在 51% 左右，道路拥堵指数 94%。受路况影响，预计当前发车间隔较长（约 37.9 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00722,2024-04-07 14:47:00,14cb7122f64146b02a21c2c791af904d,102路,4f2375ed5c0e099e70dd1442883dc302,杨树新村菜市场,李志沧骨科医院,杨树新村菜市场对面天桥下约490米,490,31,6,晴,34.9,9.3,20,20,1,行政服务中心,政务集散,0.613,景区避堵,0.89,0.762,0.736,0.387,强提醒,避让/错峰,我刚到杨树新村菜市场对面天桥下约490米附近，准备回李志沧骨科医院，坐102路的话要等很久吗？,"您好！从杨树新村菜市场对面天桥下约490米前往李志沧骨科医院，目前正值高峰时段，周边道路和客流压力较大。

目前102路的车厢拥挤度在 89% 左右，道路拥堵指数 76%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00723,2024-04-07 09:01:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,e59bc529c71f917f694d120f2061d05b,中心医院,泽胜温泉城,中心医院对面天桥下约651米,651,149,71,雷阵雨,19.2,25.8,15,17,1,白鹤梁,文化景区,0.695,雨天出行,0.99,0.99,0.964,0.186,强提醒,避让/错峰,外面天气感觉一般，我从中心医院对面天桥下约651米出发去泽胜温泉城，帮我看看路况和车上挤不挤。,"您好！从中心医院对面天桥下约651米前往泽胜温泉城，目前正值高峰时段，周边道路和客流压力较大。

目前112路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 25.8 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00724,2024-04-07 07:44:00,c2b333726a91ce0fb6190c8e428177d5,101路,051a82a74a8537f06128610f13bea5f4,群安路口,中心医院,群安路口北侧路口约464米,464,29,9,多云,32.0,11.1,15,19,1,实验中学考点周边,高峰集散,0.349,通勤出行,0.558,0.667,0.553,0.42,普通,常态候车,结合现在的天气和附近客流，从群安路口北侧路口约464米去中心医院怎么走最稳妥？,"您好！从群安路口北侧路口约464米前往中心医院，目前正值高峰时段，周边道路和客流压力较大。

目前101路的车厢拥挤度在 56% 左右，道路拥堵指数 67%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00725,2024-04-07 19:42:00,d288657336e08c8f69db3df62d8f24c1,107B路,e65b76b55f4e5eaa894486edf90a6878,森林公园,行政服务中心,森林公园对面天桥下约763米,763,70,29,多云,18.3,9.6,9,9,1,图书馆文化区,文教热点,0.734,晚高峰回家,0.875,0.712,0.715,0.1,强提醒,避让/错峰,结合现在的天气和附近客流，从森林公园对面天桥下约763米去行政服务中心怎么走最稳妥？,"您好！从森林公园对面天桥下约763米前往行政服务中心，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 88% 左右，道路拥堵指数 71%。另外，受图书馆文化区文教热点影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00726,2024-04-07 08:06:00,2784f60394214283364aa4321717a939,104路,fb7107c695b3c29927b18a0ee86e797a,浪琴屿,泽胜温泉城（西门）,浪琴屿商圈附近约323米,323,113,81,多云,8.2,10.1,11,14,0,宏声桥商圈,商圈客流,0.412,晚高峰回家,0.789,0.608,0.644,0.596,普通,常态候车,外面天气感觉一般，我从浪琴屿商圈附近约323米出发去泽胜温泉城（西门），帮我看看路况和车上挤不挤。,"您好！从浪琴屿商圈附近约323米前往泽胜温泉城（西门），距离上车点浪琴屿约323米，走过去很近。

目前104路的车厢拥挤度在 79% 左右，道路拥堵指数 61%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00727,2024-04-07 18:44:00,31f975ac1fa38166b5ca3eb552503516,206路,adfb72413cbc8ff7904e8b98e0aaa70c,沙溪温泉,人武部,沙溪温泉东侧约265米,265,70,19,晴,33.0,8.5,14,14,1,江东滨江带,滨江休闲,0.205,通勤出行,0.75,0.67,0.633,0.669,普通,常态候车,结合现在的天气和附近客流，从沙溪温泉东侧约265米去人武部怎么走最稳妥？,"您好！从沙溪温泉东侧约265米前往人武部，目前正值高峰时段，周边道路和客流压力较大。

目前206路的车厢拥挤度在 75% 左右，道路拥堵指数 67%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00728,2024-04-07 17:14:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,ab7d34b4451981c825686277f734aa4b,万达停车场,江东师院,万达停车场公交港湾约263米,263,17,6,多云,32.1,9.0,11,14,1,实验中学考点周边,高峰集散,0.353,雨天出行,0.775,0.766,0.677,0.671,普通,常态候车,我现在在万达停车场公交港湾约263米，要去江东师院，走过去坐111路合适吗？,"您好！从万达停车场公交港湾约263米前往江东师院，目前正值高峰时段，周边道路和客流压力较大。

目前111路的车厢拥挤度在 78% 左右，道路拥堵指数 77%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00729,2024-04-07 23:29:00,f19c1de7e49ae3d4dfb6555402f995bb,112路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,党校,行政服务中心商圈附近约514米,514,175,50,暴雨,32.0,27.4,16,17,0,高笋塘步行区,商圈客流,0.878,雨天出行,0.99,0.99,0.975,0.358,强提醒,避让/错峰,我现在在行政服务中心商圈附近约514米，要去党校，走过去坐112路合适吗？,"您好！从行政服务中心商圈附近约514米前往党校，当前外面是暴雨，距离行政服务中心站还有514米步行路程，请务必备好雨具注意安全。

目前112路的车厢拥挤度在 99% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 27.4 分钟）。另外，受高笋塘步行区商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00730,2024-04-07 20:41:00,14cb7122f64146b02a21c2c791af904d,102路,ab7d34b4451981c825686277f734aa4b,万达停车场,沙溪温泉,万达停车场北侧路口约234米,234,165,127,多云,32.4,8.3,16,20,0,行政服务中心,政务集散,0.609,雨天出行,0.926,0.497,0.667,0.708,强提醒,避让/错峰,我现在在万达停车场北侧路口约234米，要去沙溪温泉，走过去坐102路合适吗？,"您好！从万达停车场北侧路口约234米前往沙溪温泉，距离上车点万达停车场约234米，走过去很近。

目前102路的车厢拥挤度在 93% 左右，道路拥堵指数 50%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00731,2024-04-07 20:45:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,72e69340d0d9f8445501e2557deceaf6,党校,公安局,党校公交港湾约520米,520,76,53,小雨,32.3,11.3,14,14,1,宏声桥商圈,商圈客流,0.572,通勤出行,0.985,0.777,0.801,0.35,强提醒,避让/错峰,我现在在党校公交港湾约520米，要去公安局，走过去坐108路合适吗？,"您好！从党校公交港湾约520米前往公安局，当前外面是小雨，距离党校站还有520米步行路程，请务必备好雨具注意安全。

目前108路的车厢拥挤度在 98% 左右，道路拥堵指数 78%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00732,2024-04-07 12:56:00,2784f60394214283364aa4321717a939,104路,3de2c7760a21d9abc8abdcacaf08f885,行政服务中心,火炬广场,行政服务中心公交港湾约276米,276,197,53,多云,7.2,13.3,11,14,0,高笋塘步行区,商圈客流,0.663,换乘规划,0.832,0.586,0.68,0.655,普通,常态候车,请帮我判断下，现在从行政服务中心公交港湾约276米去火炬广场，推荐按原计划等车还是换个方案？,"您好！从行政服务中心公交港湾约276米前往火炬广场，距离上车点行政服务中心约276米，走过去很近。

目前104路的车厢拥挤度在 83% 左右，道路拥堵指数 59%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00733,2024-04-07 21:51:00,9ec58d2a5da942dc4a73dd5e0e5440c2,108路,8e9f6f74309c8bedf3d317aea394b851,朋乐路口,十八中,朋乐路口商圈附近约272米,272,7,4,小雨,20.3,42.4,10,14,0,图书馆文化区,文教热点,0.232,晚高峰回家,0.43,0.99,0.712,0.66,强提醒,避让/错峰,结合现在的天气和附近客流，从朋乐路口商圈附近约272米去十八中怎么走最稳妥？,"您好！从朋乐路口商圈附近约272米前往十八中，距离上车点朋乐路口约272米，走过去很近。

目前108路的车厢拥挤度在 43% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 42.4 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00734,2024-04-07 10:21:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,97829a59879c4da2fd4d3497526a7c7a,人武部,实验中学,人武部对面天桥下约318米,318,58,32,晴,30.2,10.0,17,22,1,高笋塘步行区,商圈客流,0.447,通勤出行,0.745,0.556,0.606,0.603,普通,常态候车,外面天气感觉一般，我从人武部对面天桥下约318米出发去实验中学，帮我看看路况和车上挤不挤。,"您好！从人武部对面天桥下约318米前往实验中学，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 74% 左右，道路拥堵指数 56%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00735,2024-04-07 07:46:00,d288657336e08c8f69db3df62d8f24c1,107B路,4847a31e8e4b56724a442bed9b002c43,森林公园,杨柳站,森林公园商圈附近约549米,549,59,41,阴,29.1,8.1,7,9,1,白鹤梁,文化景区,0.922,雨天出行,0.753,0.84,0.682,0.314,普通,常态候车,外面天气感觉一般，我从森林公园商圈附近约549米出发去杨柳站，帮我看看路况和车上挤不挤。,"您好！从森林公园商圈附近约549米前往杨柳站，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 75% 左右，道路拥堵指数 84%。另外，受白鹤梁文化景区影响，途经该区域可能会有客流聚集。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00736,2024-04-07 07:25:00,d288657336e08c8f69db3df62d8f24c1,107B路,43e4740e92183dc8b3c4ab5966883327,高山湾枢纽站,行政服务中心,高山湾枢纽站东侧约248米,248,42,13,阴,29.3,10.8,8,9,1,人武部换乘口,换乘热点,0.538,景区避堵,0.667,0.577,0.579,0.69,普通,常态候车,请帮我判断下，现在从高山湾枢纽站东侧约248米去行政服务中心，推荐按原计划等车还是换个方案？,"您好！从高山湾枢纽站东侧约248米前往行政服务中心，目前正值高峰时段，周边道路和客流压力较大。

目前107B路的车厢拥挤度在 67% 左右，道路拥堵指数 58%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00737,2024-04-07 08:29:00,32212c3bf4ceeaf6d20f1e147a0729c0,111路,5b6e6f9a700bcd8f390708f9c39b2552,奥体中心,十五中,奥体中心商圈附近约691米,691,374,274,大雪,13.5,27.2,13,14,1,高笋塘步行区,商圈客流,0.933,晚高峰回家,0.99,0.885,0.942,0.136,强提醒,避让/错峰,请帮我判断下，现在从奥体中心商圈附近约691米去十五中，推荐按原计划等车还是换个方案？,"您好！从奥体中心商圈附近约691米前往十五中，目前正值高峰时段，周边道路和客流压力较大。

目前111路的车厢拥挤度在 99% 左右，道路拥堵指数 88%。受路况影响，预计当前发车间隔较长（约 27.2 分钟）。另外，受高笋塘步行区商圈客流影响，途经该区域可能会有客流聚集。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00738,2024-04-07 09:02:00,2784f60394214283364aa4321717a939,104路,e7b6a327e08cfeb33da00b35223b9f6d,泽胜温泉城（西门）,森林公园,泽胜温泉城（西门）东侧约327米,327,9,5,阴,10.6,22.1,10,14,0,图书馆文化区,文教热点,0.251,雨天出行,0.38,0.99,0.634,0.591,强提醒,避让/错峰,结合现在的天气和附近客流，从泽胜温泉城（西门）东侧约327米去森林公园怎么走最稳妥？,"您好！从泽胜温泉城（西门）东侧约327米前往森林公园，距离上车点泽胜温泉城（西门）约327米，走过去很近。

目前104路的车厢拥挤度在 38% 左右，道路拥堵指数 99%。受路况影响，预计当前发车间隔较长（约 22.1 分钟）。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
TA00739,2024-04-07 09:49:00,f159e13439ea9fe0f8ac7fbc9ba83599,204路,645a8797153929d233753577c0a2759f,洗墨路口,水务局,洗墨路口商圈附近约513米,513,35,15,阴,12.1,9.0,8,8,1,行政服务中心,政务集散,0.397,雨天出行,0.81,0.732,0.685,0.359,普通,常态候车,结合现在的天气和附近客流，从洗墨路口商圈附近约513米去水务局怎么走最稳妥？,"您好！从洗墨路口商圈附近约513米前往水务局，目前正值高峰时段，周边道路和客流压力较大。

目前204路的车厢拥挤度在 81% 左右，道路拥堵指数 73%。

💡 **综合建议**：整体路况和客流处于常态水平，您可以按原计划步行前往站点正常候车。建议通过App留意车辆到站预估时间。"
TA00740,2024-04-07 08:27:00,8a4d70b6fab532acf71a70c6d76b4e15,105路,fab859ef347c3152b7c1b1c576d51220,人武部,桥南新苑,人武部对面天桥下约111米,111,33,21,小雨,27.0,9.7,22,22,1,行政服务中心,政务集散,0.564,晚高峰回家,0.975,0.792,0.79,0.861,强提醒,避让/错峰,我现在在人武部对面天桥下约111米，要去桥南新苑，走过去坐105路合适吗？,"您好！从人武部对面天桥下约111米前往桥南新苑，目前正值高峰时段，周边道路和客流压力较大。

目前105路的车厢拥挤度在 98% 左右，道路拥堵指数 79%。

💡 **综合建议**：车厢目前非常拥挤且路况不佳，等候时间较长。建议您在室内稍作休息错开当前高峰，或者考虑打车/骑行等其他交通方式。"
